"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9563278360532796, 0.008510860657768992, 0.0023877568617343106, 0.011159552050813119, 0.01702180992696257, 0.002530456351691704, 0.0020617280977498448]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9688872967780856, 0.009508084532095954, 0.0014107292290345106, 0.010089914041439958, 0.0071940252008333315, 0.0012779639651867185, 0.0016319862533240707]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9787694643565994, 0.006739964740556004, 0.0008776303944375081, 0.0064010271174005364, 0.005329396535000833, 0.0008425262620481159, 0.0010399905939570359]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9832394595008277, 0.0046798954460327375, 0.0007797470883171749, 0.0032904318702319953, 0.0010945300947134314, 0.000948198141471183, 0.005967737858405662]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9800357043313584, 0.008125222880401796, 0.0007918802507783553, 0.004446048927402819, 0.0016177009285198933, 0.0008740514737364218, 0.004109391207801949]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.936847886475433, 0.02984165780351868, 0.0020387374349985525, 0.010789085176278461, 0.003687394666785903, 0.001478519804001922, 0.015316718638983167]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9247299670281273, 0.048355346367545536, 0.0017260539347229206, 0.01129453483977071, 0.0050467741170121955, 0.0011591148430756168, 0.007688208869745521]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.852771876924992, 0.11931997032682805, 0.0019589940312903817, 0.010936882080928927, 0.002585675278883047, 0.0017226017386291802, 0.010703999618448508]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8741554428427549, 0.1025479994540125, 0.0017141852714763325, 0.007133220782693538, 0.006819927546213531, 0.0010887914590995181, 0.006540432643749418]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.5446433791283736, 0.4357750355098832, 0.0016471103985188304, 0.007257629260954187, 0.006575299061030782, 0.001102876941595308, 0.002998669699644246]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.7549727795771788, 0.22774963193587944, 0.0016552172257125251, 0.006207695988830592, 0.0063801284251336, 0.0009169062135983674, 0.002117640633666366]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.4627911762514331, 0.5108075562793988, 0.002245445555030304, 0.011580619167501794, 0.007587660118679699, 0.00198766941326138, 0.0029998732146944416]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.5526049096198913, 0.42221946639518027, 0.002156775400974369, 0.006724932460791045, 0.010214560490506635, 0.0026917475402009, 0.0033876080924552607]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.7150224107700113, 0.2672790878926964, 0.0020430772520390037, 0.005369124630672639, 0.0061264288919850775, 0.001553325417205791, 0.0026065451453898387]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6976072221477873, 0.2763185245803002, 0.0025553458738960155, 0.010007452906097903, 0.00864718709446054, 0.0016793810742696908, 0.0031848863231882345]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.7169765855526907, 0.2580982018884586, 0.002703940092827746, 0.010281301332774854, 0.007951181188466, 0.0014125814873733307, 0.002576208457409322]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.49404653721465536, 0.4548151282480221, 0.004756466705259856, 0.01980384371265745, 0.018243222316953682, 0.003075216551787907, 0.005259585250662887]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8190139237155346, 0.135113472471249, 0.0038860239731679236, 0.020351700367717135, 0.010264811642408488, 0.0019230764480602338, 0.009446991381862597]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.889599389277836, 0.07437944920259798, 0.00300365005088335, 0.012403275110382486, 0.008487969177828783, 0.0022363088234993896, 0.009889958356971717]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.935922920179301, 0.01860270839267385, 0.004131591760227936, 0.011352580257262209, 0.022708993656549485, 0.0024303534744704726, 0.004850852279514535]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9694646261314545, 0.016732823827980303, 0.0011372908228575952, 0.006035582858002058, 0.0031470797011848178, 0.0011073082077698775, 0.0023752884507512073]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9671067589401389, 0.01926053588296479, 0.0021132869197688533, 0.006208246151579814, 0.0017613175084159735, 0.00167626216154213, 0.0018735924355899344]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9380632222496862, 0.0453621607351928, 0.001085924779675984, 0.00589097482227112, 0.005064383138696842, 0.0021219839759581078, 0.0024113502985190004]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9561360978708747, 0.03276515787387705, 0.001018443061649342, 0.004155787277372436, 0.0034606584873823807, 0.0015021735710198712, 0.000961681857824312]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9710167205824026, 0.0176934686598256, 0.0011592604506033585, 0.0033487287651050583, 0.0037703718435494553, 0.002067119268862031, 0.000944330429651993]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9701519916692298, 0.01779020338843842, 0.0013971567569642188, 0.0025840093896564308, 0.0035128374229227003, 0.0038313066825076273, 0.0007324946902808963]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9726183921270932, 0.01034696758049576, 0.0021860125870099036, 0.0023066852126872603, 0.00639235132996674, 0.005188078704899866, 0.0009615124578473957]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9429206037498646, 0.037735949906270855, 0.002483340809318654, 0.0024459385754493318, 0.007584352712053581, 0.005847729733041877, 0.0009820845140007682]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.843822642326752, 0.042506863835613355, 0.013653977778240938, 0.012860690810913091, 0.05786940754448972, 0.022176855393272042, 0.007109562310718752]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.7626973253469365, 0.12255643256516303, 0.00857927235670246, 0.007312068788445414, 0.0436781630814247, 0.0485492067566567, 0.006627531104671287]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6882339090476147, 0.14915397950355525, 0.016194400830523453, 0.012387960448890276, 0.06573913518622894, 0.0560945275435355, 0.012196087439651783]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8072423292433153, 0.04164000530129075, 0.013465502475469666, 0.009089619752178896, 0.04925999646652205, 0.07118126066396564, 0.008121286097257902]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.7465936487215153, 0.04032610594708298, 0.023804177912280136, 0.021362027863072813, 0.059012736255813464, 0.0969379524367232, 0.011963350863511779]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6240587508706835, 0.07681472061759141, 0.042787633545810916, 0.033716709031751786, 0.1371175796208238, 0.06671424053859101, 0.018790365774747995]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.7287564206149821, 0.04698985062483839, 0.030001914210409993, 0.02540057152702242, 0.08313086534121739, 0.07282909438345381, 0.012891283298075696]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6842376937467916, 0.04369418762554066, 0.03633876283515747, 0.03425419142920299, 0.09695880942328473, 0.08736614763381893, 0.017150207306203674]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8429500727825193, 0.04044284629370002, 0.015901543864501905, 0.01384697938776146, 0.03331868262214464, 0.04703313690914128, 0.006506738140231088]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8283617641503439, 0.07421227540778251, 0.017964277132808605, 0.009575685742088733, 0.030357279933687784, 0.0348019088590397, 0.0047268087742489]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.2144978335669842, 0.5229637369762216, 0.09444228378908523, 0.028554155977162387, 0.057215412137351034, 0.06176897345589135, 0.02055760409730408]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.14319767550984092, 0.533437616601899, 0.09789322726408461, 0.04718428552432409, 0.054534934435554676, 0.09496259779005739, 0.02878966287423941]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.2746277687668647, 0.48204331467654565, 0.08602891649001987, 0.031222880494610913, 0.043546283104095876, 0.06320507437769708, 0.019325762090165816]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.819623655490772, 0.07930746742832352, 0.024450412702258093, 0.018616710433788333, 0.03868204464614094, 0.01317031236786191, 0.006149396930855166]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8755389084544927, 0.015753550493792717, 0.015760523210702607, 0.012902885880526902, 0.030083918440651752, 0.04517017179050697, 0.004790041729326418]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8576897043690451, 0.015116127317720236, 0.017297264004860338, 0.012430329113358342, 0.023130636990474334, 0.06899432146200457, 0.005341616742537709]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.818798217242398, 0.02319048048327307, 0.017716075029448223, 0.018692932637352836, 0.045737538790350495, 0.06883399271640353, 0.007030763100773886]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.885525912348153, 0.0248297025278742, 0.010590442839038131, 0.011766541011965339, 0.023358666530702447, 0.03994556517329399, 0.003983169568973121]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8617294715125, 0.05041681252544716, 0.009855550858467848, 0.014595675831629218, 0.021686904042098387, 0.03826929067987023, 0.0034462945499874518]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.5880967745583023, 0.2794440485518905, 0.032570509939426374, 0.024203404601162083, 0.03264795982551189, 0.03534639084516671, 0.0076909116785398345]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6035060890653527, 0.2803907566984411, 0.041679973683095436, 0.025605089466079686, 0.016957753697224236, 0.02486748408893474, 0.006992853300871861]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.41513322118228574, 0.4215211187959633, 0.04862063569238592, 0.0293402433096524, 0.0285342455044937, 0.04422569262753803, 0.012624842887680727]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.28078646116825157, 0.5122693754013009, 0.05891293292605678, 0.03874752146567853, 0.037310564618457685, 0.05507734304335779, 0.016895801376896828]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.37179317413594876, 0.4256606018808095, 0.06752652031203168, 0.04604250232886052, 0.03476806150855768, 0.040276711883164354, 0.013932427950627492]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.45317386917416896, 0.2813923330421108, 0.06894812513908438, 0.08103007879698808, 0.051127975971370705, 0.04455989978370609, 0.019767718092570878]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8109374883043898, 0.04840772396137062, 0.025472933393272036, 0.021453658347839088, 0.049113362601036076, 0.0374980732582923, 0.00711676013380004]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8716474103817865, 0.026720109274109758, 0.015616879579316451, 0.01225392771022245, 0.03749112765193642, 0.031323134547220334, 0.004947410855408175]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9300462643392177, 0.0159861262897987, 0.0065039028421647735, 0.007188368651405356, 0.019166250009358506, 0.018794389420438855, 0.00231469844761616]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9181685286945217, 0.02169956191949394, 0.007528773567996417, 0.009292784980112243, 0.017427792772117243, 0.023841236000739105, 0.00204132206501894]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8998132279323837, 0.014747283060196658, 0.008903159697494625, 0.009949599824008153, 0.027266475863874328, 0.03598195124862048, 0.003338302373421679]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9140761378504932, 0.02465903629357519, 0.006640092601089036, 0.01022401977039379, 0.015824882735774638, 0.026336707387234426, 0.002239123361440086]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.914509022896966, 0.026105253291881767, 0.0063883917480115435, 0.01120220580529192, 0.012903488308437006, 0.02669671820512052, 0.0021949197442912207]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8833232066156066, 0.050819986925786965, 0.012989552368582638, 0.016662975575879854, 0.016520535932696343, 0.016839171182109834, 0.0028445713993379574]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.919296168335369, 0.02072201511576976, 0.009910118515887545, 0.01240127577031336, 0.012377789664899334, 0.022837535837329555, 0.002455096760431372]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9511392419543785, 0.007980966747828784, 0.00798106778853135, 0.010767771875280607, 0.010181714453061971, 0.010173403366948223, 0.0017758338139709417]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8825140655530663, 0.03172885457823206, 0.01954902099512491, 0.015669856026265923, 0.03327809132443232, 0.012931833996483073, 0.004328277526395756]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.885997190803978, 0.030462265854440156, 0.020856292826912197, 0.011589325073043414, 0.03525276836370372, 0.011562335069100965, 0.004279822008821625]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8713411415041806, 0.0692773405332198, 0.017309156086724578, 0.013240024735103027, 0.012455882981553269, 0.013668592056223328, 0.002707862102995294]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.7302417869420139, 0.0588224954138761, 0.028226710763974525, 0.025583609572370956, 0.022306028298867304, 0.1259839941740662, 0.008835374834830753]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.5175817320991919, 0.09602373576985497, 0.031020633091777206, 0.02555590451215986, 0.06324251905761265, 0.2508170452817713, 0.015758430187632722]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.5348910542194468, 0.1538662770738947, 0.025685987537225344, 0.01880777494921284, 0.06468161690365312, 0.1899403093550056, 0.012126979961561613]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.40224372735771813, 0.12007760980117592, 0.04811631587258485, 0.027280288160093268, 0.1022028880936278, 0.28158497461325177, 0.018494196101548174]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.4577262548323832, 0.1823316099439219, 0.028296460068940245, 0.021205218677047256, 0.043463570101697956, 0.2548848685468956, 0.012092017829113628]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.44034184277066296, 0.1970909097791935, 0.025119615342322293, 0.018870129866715435, 0.05678428876597739, 0.2505646897324133, 0.011228523742714635]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.46571181348934326, 0.1609957317736136, 0.03184792464730776, 0.02672228426080212, 0.04754095838624371, 0.25573709417973106, 0.011444193262958582]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.4290293572938864, 0.14731083399225278, 0.04543069546337605, 0.039359146931798455, 0.10060169725697235, 0.2202305708311342, 0.01803769823057994]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.4598380769653655, 0.3319724403075146, 0.03014951128036018, 0.029551261080905937, 0.05598263456455767, 0.08144865215229964, 0.011057423648996579]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.20282970917508214, 0.5371044771379966, 0.08799093002895302, 0.036078922193759994, 0.06272610086896616, 0.05321478053813026, 0.02005508005711169]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.4947096722704707, 0.20251859401240954, 0.10632756898225246, 0.06973067389120839, 0.05043577590480846, 0.05089856592437133, 0.02537914901447944]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.2189438801861393, 0.3488014959211993, 0.15170939712523, 0.09439712559546264, 0.07355270885359909, 0.07346569876480223, 0.03912969355356735]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.577313103151969, 0.20459207699267656, 0.07172429000854331, 0.05097091262344649, 0.04606285321663131, 0.03364130165438054, 0.01569546235235247]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6179894906257387, 0.22442698598866026, 0.03978535907124425, 0.037396741145697146, 0.049014269510721714, 0.023759289869206605, 0.007627863788731026]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.16304052607680136, 0.637701515655635, 0.04621140688396764, 0.03941729936755653, 0.06336388128174024, 0.038139968908151495, 0.012125401826147663]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.1998048752894709, 0.5688205115188051, 0.05334558581806824, 0.0509053794502179, 0.06761030917323729, 0.04563430201120397, 0.013879036738996988]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.5247223759814119, 0.2949200143159668, 0.028789865492568272, 0.029450335003025397, 0.07286003266016138, 0.03859941547773584, 0.010657961069130317]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6769874289805968, 0.19562125942210531, 0.013832916089237755, 0.013034682223218267, 0.07126513679190342, 0.02063941699546135, 0.008619159497477328]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.9158199997014461, 0.029534873300994184, 0.008521740009355875, 0.006267130651231874, 0.025315547758503656, 0.01156392745672421, 0.0029767811217439348]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.6634682143284524, 0.13587156172837325, 0.032630303328478674, 0.033327683754034026, 0.051020885757126336, 0.07287725299484746, 0.010804098108687746]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.8749471823381223, 0.03875505030076261, 0.01395478044619866, 0.014547084830670883, 0.024749525686734414, 0.028990106483797372, 0.0040562699137140805]",
"['neutral', 'happiness', 'sadness', 'anger', 'fear', 'surprise', 'disgust']","[0.833500923328984, 0.06336567493203671, 0.017015456187776667, 0.015678408154859012, 0.032585104022261405, 0.03340088836301911, 0.004453545011062816]",
